AC ID,Heat ID,Distance to Heat [km],Point Heat
32956,51969,18.76,POINT (1011549.5486077599 7241648.497178311)
32957,51843,26.866,POINT (957556.6537003577 7087160.036296157)
32959,49485,6.837,POINT (867100.8022213808 6034210.475561275)
32965,50636,2.632,POINT (873051.9351001816 6527301.975903918)
32966,50619,11.664,POINT (888610.2139919044 6543489.45064783)
32967,50706,9.852,POINT (869689.1018825655 6561559.442099072)
32968,50619,3.288,POINT (888610.2139919044 6543489.45064783)
32969,50442,2.138,POINT (866289.6141150533 6527885.907733405)
32970,50632,7.0,POINT (843719.8159195908 6522451.867523698)
32971,51938,1.017,POINT (1009533.8209752456 7186875.043669145)
32972,51937,27.795,POINT (1074336.672564255 7185723.041016426)
32975,50818,5.515,POINT (891539.861394357 6598270.663508297)
32977,49834,16.968,POINT (1244733.2507501077 6229561.630800273)
32978,50622,3.777,POINT (1266642.633353947 6522678.549338374)
32979,49817,2.669,POINT (1187744.8371740903 6200721.698841924)
32980,50933,22.779,POINT (980042.6460725088 6632306.998741572)
32981,50763,1.066,POINT (952313.4143410599 6596688.541613214)
32982,50032,21.554,POINT (1214634.1624116262 6267881.009839498)
32983,51996,6.63,POINT (1077532.4620499518 7307926.338878088)
32985,51814,2.367,POINT (1317270.9131848593 7061248.940420944)
32986,49507,2.275,POINT (861454.4958201912 6047614.978317363)
32988,50435,22.712,POINT (726486.8241936109 6439024.604752383)
32990,50526,3.681,POINT (985424.8396533645 6481225.858085536)
32991,50435,14.38,POINT (726486.8241936109 6439024.604752383)
32992,50435,1.575,POINT (726486.8241936109 6439024.604752383)
32993,50515,2.926,POINT (989538.7073843963 6477224.509274014)
32994,50358,15.079,POINT (733186.5321102918 6407148.450156686)
32995,50435,15.238,POINT (726486.8241936109 6439024.604752383)
32998,50090,2.402,POINT (1035772.0163782998 6300382.891070169)
32999,51857,2.244,POINT (1189291.421054865 7097808.756791481)
33000,50130,3.275,POINT (783234.6662770928 6310936.438845139)
33001,51870,7.773,POINT (1141212.9550183518 7113556.582802484)
33002,50171,2.019,POINT (766337.2650667061 6323895.769004633)
33003,50195,4.745,POINT (748557.6966183577 6335131.327352751)
33005,51079,0.916,POINT (737261.3985067791 6660114.227374743)
33006,51046,2.337,POINT (744025.062754509 6651635.251758039)
33007,51470,7.368,POINT (1149349.7311616782 6828640.328104895)
33009,49827,0.589,POINT (1167188.2995824225 6204212.937958925)
33010,49822,0.87,POINT (1160420.337975007 6203119.526499532)
33011,50899,0.14,POINT (828804.3828853227 6618869.351634257)
33013,50768,16.269,POINT (1002520.1637591077 6589675.288504301)
33014,50831,5.374,POINT (972589.5745904205 6603885.8044498935)
33015,49817,36.275,POINT (1187744.8371740903 6200721.698841924)
33019,50668,13.339,POINT (791257.4464147543 6540847.331700067)
33021,51999,3.679,POINT (982849.1549300691 7320698.637036318)
33023,50721,12.07,POINT (854166.0514557407 6579339.967174796)
33024,50825,0.857,POINT (847695.3219308516 6598859.302480352)
33025,49567,5.272,POINT (1186327.1558769941 6089766.79834578)
33026,49634,3.801,POINT (1208580.8354781156 6122045.931176607)
33027,49697,10.864,POINT (1211591.4943040973 6152574.028458899)
33032,50244,1.163,POINT (737101.8619645948 6353016.524472912)
33033,50211,3.842,POINT (745063.5413140412 6340954.082280737)
33034,50886,7.291,POINT (852541.6432452434 6615691.074287961)
33035,49759,31.27,POINT (1209851.371943212 6178324.779409446)
33036,49487,0.671,POINT (1104099.459035031 6038243.684942464)
33037,50813,17.352,POINT (811069.9370356151 6609327.275658782)
33038,51065,1.577,POINT (770165.4706768573 6657136.680430127)
33045,51756,3.85,POINT (1355719.874790613 7011704.590191236)
33047,50847,2.37,POINT (890633.4292212971 6606866.727135016)
33049,49817,12.266,POINT (1187744.8371740903 6200721.698841924)
33051,49580,2.471,POINT (945408.0239053972 6096558.634261061)
33052,49939,1.912,POINT (1094605.302801373 6239733.542975191)
33053,51858,13.481,POINT (1285357.8694794946 7094848.076716046)
33054,50256,0.759,POINT (757601.8535678695 6360053.118841241)
33058,51154,0.773,POINT (783948.1091734273 6682449.9388159085)
33060,49667,3.831,POINT (1417455.2847344305 6135123.420175069)
33062,49718,2.144,POINT (1449493.4132226869 6151236.884076113)
33065,49553,1.19,POINT (1374190.207906872 6082557.485792492)
33067,51261,2.36,POINT (730268.3405358685 6714170.782083143)
33068,49566,11.653,POINT (1407281.4937699754 6085806.178209839)
33069,49566,2.972,POINT (1407281.4937699754 6085806.178209839)
33070,51303,2.867,POINT (744434.7420073606 6727910.213220685)
33071,51276,5.132,POINT (741748.8336729651 6718609.428734434)
33072,51744,4.784,POINT (1236109.4686305975 7002658.69029346)
33074,50379,1.035,POINT (755879.6243250383 6421855.920516218)
33075,50369,2.977,POINT (744328.8858570523 6413264.637981255)
33077,50525,13.423,POINT (765928.6687764741 6474351.295404096)
33078,50627,8.255,POINT (824300.2574826695 6522309.203605734)
33079,50459,4.651,POINT (796937.0731805399 6451103.224359665)
33080,50561,0.385,POINT (776243.6839571473 6485267.162000402)
33081,50564,0.458,POINT (796660.4472743688 6487681.178240305)
33082,50564,15.954,POINT (796660.4472743688 6487681.178240305)
33086,51191,12.044,POINT (929862.4951279432 6695990.699999643)
33087,51367,50.371,POINT (733513.8812425947 6751427.224261966)
33089,50135,6.233,POINT (1201232.5961263508 6323267.841638617)
33090,50404,0.237,POINT (785684.3491564379 6434226.802547707)
33091,50379,10.158,POINT (755879.6243250383 6421855.920516218)
33094,50810,2.869,POINT (861760.7928959696 6596848.248132178)
33099,50753,0.551,POINT (860613.7454937316 6582709.046168701)
33100,50856,3.641,POINT (756577.44130176 6604987.992359518)
33103,49525,1.829,POINT (1316497.9140986467 6066024.351016982)
33104,49547,1.902,POINT (1352974.8606361868 6077924.009508744)
33105,49489,3.455,POINT (1347245.642737794 6064219.238368541)
33106,49584,13.042,POINT (1388970.7809066535 6096815.122699196)
33107,49585,1.449,POINT (1402493.7029021245 6100421.022858895)
33110,51248,23.369,POINT (727981.172766742 6709894.941336032)
33111,51302,29.221,POINT (725961.1672899885 6725401.810158506)
33113,49679,9.348,POINT (1411947.4472733382 6137846.10686578)
33114,51891,16.667,POINT (1049759.0485583963 7132183.977611513)
33115,49691,3.915,POINT (1411576.8521086082 6144588.604264159)
33116,49710,4.325,POINT (1397059.4569783185 6149355.521168151)
33117,51166,19.278,POINT (706682.1234772407 6681535.3235035855)
33118,51168,2.256,POINT (714267.0546503899 6686615.094439405)
33121,50905,2.079,POINT (681171.2000599342 6614978.049367801)
33122,50044,14.221,POINT (933993.2218072567 6276563.961647803)
33123,50160,6.381,POINT (1201461.7283829907 6330482.384614343)
33124,50201,2.539,POINT (1189490.3232765596 6344132.190301944)
33126,51069,5.043,POINT (1607991.799509277 6653940.537932028)
33127,49668,14.388,POINT (1427123.9664530277 6134693.257402032)
33128,50100,20.806,POINT (902969.51933527 6307118.284954942)
33131,49606,10.631,POINT (1361225.632804485 6116159.598950869)
33133,49566,9.713,POINT (1407281.4937699754 6085806.178209839)
33134,49582,11.428,POINT (1343889.7550423078 6093721.637790478)
33135,49536,1.574,POINT (1387213.0703816575 6070379.094055747)
33137,49683,1.164,POINT (1381026.8391836088 6141415.387251054)
33138,49704,3.418,POINT (1393296.959240543 6148180.895305427)
33139,49711,4.802,POINT (1352661.5529108813 6152656.282332152)
33140,49592,10.296,POINT (1331162.8051636687 6122975.995689608)
33141,49684,12.379,POINT (1350306.2983024966 6143353.577147512)
33144,50008,1.009,POINT (1415340.4206165103 6260484.24968242)
33147,49773,0.703,POINT (1240029.454619509 6184073.760214677)
33148,49686,21.414,POINT (1262769.592992377 6146441.2291228045)
33149,51524,3.063,POINT (894669.7606495955 6850448.801969899)
33150,49864,13.702,POINT (1311197.8197194617 6211991.209082375)
33151,49918,8.734,POINT (1294618.3726645727 6230960.644576279)
33152,50005,0.504,POINT (1327715.5720703986 6258758.652103747)
33153,50024,24.636,POINT (1322849.9573055923 6261551.955979573)
33154,50091,1.534,POINT (1272530.2681276002 6299348.589049333)
33155,50287,4.477,POINT (814931.3749189216 6381785.9027608605)
33156,50302,0.397,POINT (796845.6810347994 6383707.283621643)
33158,51769,0.677,POINT (978002.2653989851 7025172.390945616)
33159,51926,8.025,POINT (1198637.2089738993 7168669.279526264)
33160,51087,13.05,POINT (699771.2879080818 6660048.545388513)
33162,51117,3.534,POINT (761244.5609172654 6673598.396070033)
33163,49772,0.862,POINT (1440646.266096691 6177073.714451719)
33164,49788,2.595,POINT (1483944.7132911342 6179908.075574571)
33166,50399,2.285,POINT (1086953.2225424063 6439549.902955692)
33167,50483,3.699,POINT (1101341.4031621388 6466388.11422519)
33171,50480,2.287,POINT (1305721.8969797352 6462924.130857109)
33172,50506,5.392,POINT (1330186.3782548574 6473083.793890166)
33173,50509,3.812,POINT (1122523.893512754 6481823.570494488)
33174,50580,1.42,POINT (1090691.0994293857 6500905.856882211)
33175,50494,4.319,POINT (1127130.3351499299 6470496.14367057)
33176,50585,1.485,POINT (1137739.0631388945 6503852.227442812)
33177,50585,20.813,POINT (1137739.0631388945 6503852.227442812)
33178,50423,7.794,POINT (1174583.0967092053 6444471.063743246)
33182,50170,8.619,POINT (752239.0439219663 6329115.331315126)
33183,50428,0.905,POINT (1343000.3996321862 6443562.632922874)
33184,50411,0.621,POINT (1351257.7380150098 6477027.486294668)
33185,50451,13.736,POINT (1346886.1228523091 6449215.5669736285)
33186,50463,6.462,POINT (1339423.093485419 6454725.984373698)
33187,50463,3.188,POINT (1339423.093485419 6454725.984373698)
33193,50115,6.935,POINT (1345345.1684214377 6310378.9552236935)
33194,49633,1.84,POINT (879827.1232802575 6117827.391549526)
33195,50967,4.266,POINT (682764.1877014113 6631881.812872754)
33196,51878,1.514,POINT (1474520.2040043124 7111431.00590848)
33197,50179,24.35,POINT (1182538.62510958 6375022.205343798)
33198,50765,5.118,POINT (684356.8581568606 6577652.133595965)
33201,50327,3.646,POINT (817681.174620516 6395529.458112389)
33202,49729,16.785,POINT (1163559.112052342 6164815.116684827)
33203,51934,19.861,POINT (1185993.1617843155 7177817.458151829)
33205,50071,1.092,POINT (1150128.4197521894 6286518.203263913)
33206,50119,12.561,POINT (1169275.7317710253 6314230.497324299)
33207,51964,2.836,POINT (1077316.9868384984 7229227.583419415)
33208,50077,2.299,POINT (1082319.3315710376 6294051.425309316)
33219,50232,3.037,POINT (1087753.0268676917 6358753.279725241)
33221,49755,7.826,POINT (1144991.3546496076 6177274.240403234)
33223,49762,16.102,POINT (1136833.4713286096 6181025.1409039935)
33224,49561,12.54,POINT (1142874.6669218708 6088545.294825611)
33227,49793,9.498,POINT (1122303.4944580717 6189487.775735297)
33231,50068,3.879,POINT (1472626.452431544 6278047.349860946)
33232,50088,1.196,POINT (991716.9797143323 6297826.027318286)
33233,50088,18.566,POINT (991716.9797143323 6297826.027318286)
33234,50126,8.272,POINT (1012100.731997752 6314985.562728806)
33235,50030,1.908,POINT (1127708.0624722599 6268192.747768869)
33236,49717,34.068,POINT (1181012.2151426054 6282271.229739084)
33237,49717,24.404,POINT (1181012.2151426054 6282271.229739084)
33239,49689,0.826,POINT (1153275.596726892 6148912.605146746)
33241,49613,2.284,POINT (1193095.9968448984 6113342.937499117)
33242,49749,10.122,POINT (1469709.0083309438 6166853.675062863)
33243,49668,5.404,POINT (1427123.9664530277 6134693.257402032)
33244,50421,7.384,POINT (1010684.1626462049 6443512.491796378)
33245,49781,1.942,POINT (1374913.3460931326 6182300.246836837)
33248,50332,22.875,POINT (1354910.463251656 6399419.33398086)
33249,51829,2.362,POINT (1017586.4435605587 7073470.3999435445)
33251,51431,24.529,POINT (1093344.671729671 6797799.312668417)
33252,50814,14.201,POINT (1064404.2130435428 6813884.232020436)
33253,50814,8.059,POINT (1064404.2130435428 6813884.232020436)
33254,51892,3.166,POINT (1154995.686905769 7133615.4578393195)
33255,51880,19.237,POINT (1184279.7001527387 7119277.679891904)
33257,51911,3.606,POINT (1209395.9216857175 7163480.72703824)
33258,49541,2.741,POINT (1115587.469797651 6079172.177217664)
33261,50157,1.364,POINT (937503.3462457788 6329360.923338894)
33263,50444,3.944,POINT (894194.3772481076 6447442.613466102)
33264,50793,1.98,POINT (1083461.1712590177 6595183.278953606)
33265,51972,1.219,POINT (1087048.4423889068 7292217.349453534)
33266,51991,8.5,POINT (1066829.563739896 7285085.283094722)
33267,51084,33.46,POINT (922960.9022276872 6683029.702753425)
33268,50833,27.518,POINT (940232.1254607694 6603419.901669929)
33269,50028,4.505,POINT (1031894.9172337208 6265005.808490434)
33271,51482,10.166,POINT (895794.7309754923 6827730.403511234)
33274,51471,2.034,POINT (1221163.0879122785 6825528.577219558)
33275,50957,8.997,POINT (1063496.930959682 6640442.188186762)
33276,50977,2.38,POINT (1062224.2776489267 6644871.468546745)
33278,51385,22.401,POINT (735921.2156836613 6758657.073986549)
33280,51806,2.78,POINT (1175049.4084074327 7052783.997177724)
33281,51284,2.043,POINT (852543.1107865309 6726182.490651127)
33282,51167,1.924,POINT (1418570.8236695123 6687861.639600356)
33284,51091,2.647,POINT (1570662.1464649285 6670234.620517888)
33285,49539,0.517,POINT (1356080.607924774 6072162.48164343)
33286,51588,4.32,POINT (1565793.5104370124 6865498.19307803)
33287,51953,2.999,POINT (1003259.6455478205 7203417.314697313)
33288,49550,6.733,POINT (1348864.4653213918 6082852.605432595)
33289,50374,2.943,POINT (1322237.40730632 6422660.036533167)
33290,50942,26.166,POINT (964255.2755476063 6635855.224577592)
33291,51482,1.124,POINT (895794.7309754923 6827730.403511234)
33293,50833,29.18,POINT (940232.1254607694 6603419.901669929)
33295,49759,6.851,POINT (1209851.371943212 6178324.779409446)
33297,49997,2.129,POINT (1442852.0937600043 6249060.236163484)
33298,50833,27.183,POINT (940232.1254607694 6603419.901669929)
33302,49550,1.106,POINT (1348864.4653213918 6082852.605432595)
33303,50417,15.291,POINT (1140379.8995570028 6443385.653749013)
33305,51718,1.73,POINT (1424971.1812189207 6968350.57300194)
33306,50377,18.637,POINT (1210938.7115585282 6429082.445757679)
33307,51834,26.217,POINT (1382071.1477086302 7070617.535146279)
33308,51685,17.404,POINT (1573569.2538133538 6930874.9463409595)
33310,49614,5.271,POINT (1169174.7043641768 6113691.1259977715)
33311,51706,39.16,POINT (814774.8639614034 6957848.181025979)
33312,50540,22.253,POINT (841299.8525366255 6482692.821882413)
33313,49919,16.283,POINT (1272917.5012896738 6231793.100653223)
33314,50431,1.238,POINT (887817.3045596199 6444413.079519633)
33317,49482,15.324,POINT (1191085.477879285 6035403.593833577)
33319,50756,26.375,POINT (1138860.002244696 6587438.3954289155)
33320,51917,2.499,POINT (1452224.2492205312 7152314.760277804)
33324,49524,4.349,POINT (1068139.6997740767 6070294.803673386)
33326,49505,7.079,POINT (1065799.6167874334 6050672.512040065)
33327,49516,1.086,POINT (1045359.0921352109 6060079.016016726)
33328,49513,11.762,POINT (1045547.7943825655 6054994.174826501)
33329,49516,15.746,POINT (1045359.0921352109 6060079.016016726)
33330,50152,4.823,POINT (1017690.2497139656 6327405.878562733)
33331,50279,11.093,POINT (787556.9410761669 6374761.877485099)
33335,50236,0.832,POINT (797274.068994414 6354162.528599705)
33336,50542,3.454,POINT (1231316.1630714873 6486168.588108534)
33337,49587,12.446,POINT (981697.9648158456 6103917.421803215)
33338,49588,1.921,POINT (979289.3118475266 6103055.286570072)
33339,49656,5.764,POINT (959245.962409458 6134268.870130782)
33340,49645,6.769,POINT (966582.9532226047 6122464.063897967)
33341,49538,18.015,POINT (917822.7851316929 6073059.753012059)
33343,50157,4.909,POINT (937503.3462457788 6329360.923338894)
33344,49603,13.222,POINT (1029156.3193008323 6109257.407702383)
33346,49502,2.855,POINT (879878.9823868187 6045557.064449748)
33347,49512,15.304,POINT (1095872.7106038711 6054704.233053651)
33348,50540,9.304,POINT (841299.8525366255 6482692.821882413)
33349,49809,1.81,POINT (973895.4419901228 6197065.610981796)
33351,50339,8.297,POINT (823010.2625021767 6399696.879119379)
33355,50579,0.797,POINT (1237600.176428474 6501161.618630587)
33356,50550,6.129,POINT (1261089.541024983 6487313.284351108)
33357,50345,4.187,POINT (1105484.470153751 6410388.246856)
33359,50780,1.556,POINT (692286.2182232309 6582746.529048552)
33360,50780,6.726,POINT (692286.2182232309 6582746.529048552)
33361,50186,3.136,POINT (799083.9769851421 6334223.922722602)
33364,51315,30.387,POINT (822599.4211784041 7032424.306253007)
33368,49726,0.993,POINT (941887.2675288476 6161670.686031085)
33369,51542,14.738,POINT (1139878.1516622412 6858460.699876346)
33370,50298,2.297,POINT (1029330.0852605707 6395448.30136242)
33371,51445,3.265,POINT (1154460.8826014812 6810270.626622323)
33372,51426,5.439,POINT (1157157.2550312674 6791803.806089302)
33373,51032,2.235,POINT (779318.2549539352 6650112.665165765)
33375,50170,1.475,POINT (752239.0439219663 6329115.331315126)
33376,50549,14.185,POINT (872426.1430023923 6484299.083678413)
33377,50514,14.343,POINT (841104.2956793105 6473460.073714231)
33378,51382,11.262,POINT (1098423.4294498663 6767352.2348793)
33379,51358,1.124,POINT (1137267.20076474 6755307.771310008)
33381,50407,1.54,POINT (995212.2917833956 6440034.551109273)
33383,50186,4.45,POINT (799083.9769851421 6334223.922722602)
33384,50341,4.038,POINT (814661.9783706362 6398620.670961948)
33386,50347,18.421,POINT (875245.630125634 6418947.555838393)
33388,51282,2.769,POINT (791307.4262594347 6721656.104750567)
33389,50195,2.615,POINT (748557.6966183577 6335131.327352751)
33390,50265,2.041,POINT (825079.1990966967 6366831.2783651585)
33394,51919,4.731,POINT (1290409.6971488176 7159823.338926566)
33396,51903,14.467,POINT (1332209.2556426995 7140517.5701499535)
33397,49909,1.059,POINT (1013473.9336150585 6230433.896143201)
33398,51740,21.6,POINT (1320286.5745999974 6996346.989256474)
33400,51681,3.121,POINT (1307731.6769575996 6983330.11970475)
33401,51814,23.951,POINT (1317270.9131848593 7061248.940420944)
33402,51789,25.201,POINT (1278918.0783978605 7042309.5080420105)
33403,51789,1.357,POINT (1278918.0783978605 7042309.5080420105)
33404,50296,11.64,POINT (845078.7842300031 6386261.329217485)
33405,50289,12.92,POINT (871008.4238028409 6383773.490321903)
33407,50153,2.648,POINT (783888.644597843 6323839.63988703)
33408,50439,12.487,POINT (768368.663985643 6443123.243957236)
33409,50396,1.023,POINT (1304186.7579917319 6436851.995453398)
33410,50492,2.801,POINT (941091.3435600746 6469470.005863401)
33416,51084,2.822,POINT (922960.9022276872 6683029.702753425)
33418,49738,4.752,POINT (1112324.5539978642 6173368.466134478)
33419,51098,1.313,POINT (1376962.9180273071 6670756.449951649)
33420,49876,19.727,POINT (1387813.9295095888 6215188.9793697065)
33424,51688,8.772,POINT (938351.3259552425 6944577.914405169)
33425,51711,1.831,POINT (938207.8509346994 6963625.544822862)
33426,51672,4.641,POINT (922466.1428566988 6932313.761447583)
33427,51672,15.557,POINT (922466.1428566988 6932313.761447583)
33428,51617,18.837,POINT (896287.6042343505 6888482.455559219)
33429,51535,30.662,POINT (858829.0828984082 6850532.832814994)
33431,51673,7.665,POINT (894100.7331247828 6932915.557169389)
33432,51701,0.609,POINT (897983.4205610882 6954198.816755974)
33433,51673,14.501,POINT (894100.7331247828 6932915.557169389)
33434,50582,10.972,POINT (1009501.4720094877 6500981.657308256)
33435,51303,9.07,POINT (744434.7420073606 6727910.213220685)
33441,49485,2.043,POINT (867100.8022213808 6034210.475561275)
33443,50251,2.853,POINT (1023947.8686515077 6364951.654407922)
33444,51783,32.881,POINT (968134.4272991262 7032343.620006276)
33445,50427,9.834,POINT (1294822.1065192828 6444857.344148898)
33446,51704,21.807,POINT (900930.0741551047 6955270.99962652)
33448,50110,1.96,POINT (846846.3458132372 6309461.26281729)
33451,51624,21.966,POINT (1268762.25565155 6895180.405884614)
33452,51515,1.787,POINT (1585663.780527467 6831830.450261763)
33455,51941,39.512,POINT (986515.1646708472 7196422.295712372)
33456,51839,2.796,POINT (1234301.5044530476 7075845.794876517)
33457,50782,1.999,POINT (1192834.1538247627 6591947.177991826)
33459,51387,1.411,POINT (1630321.2856352106 6753718.530591051)
33460,49939,4.157,POINT (1094605.302801373 6239733.542975191)
33461,50344,2.807,POINT (1038153.1245780233 6405253.063837274)
33463,50134,3.954,POINT (843199.3669089532 6319123.767007619)
33464,50111,2.881,POINT (874287.0847480834 6307287.095862132)
33465,50092,15.628,POINT (923814.1759383745 6299895.027736587)
33466,51754,4.387,POINT (992554.3244335278 7011494.022657819)
33467,51836,24.833,POINT (1014839.2248006955 7074137.878029782)
33468,50915,2.049,POINT (742401.9837312226 6620075.052342353)
33469,50762,2.14,POINT (1437594.8044997123 6589700.578059199)
33471,49783,7.836,POINT (1143218.988733509 6186189.246082769)
33472,51270,19.974,POINT (1629454.8654720534 6710364.67720497)
33473,50154,0.36,POINT (790770.9087544662 6321672.69113614)
33474,51385,9.689,POINT (735921.2156836613 6758657.073986549)
33475,51385,1.16,POINT (735921.2156836613 6758657.073986549)
33476,51436,28.087,POINT (811705.3922011709 6795890.7702451525)
33477,51422,7.407,POINT (848148.5794438067 6793932.466252147)
33481,51843,0.142,POINT (957556.6537003577 7087160.036296157)
33484,49953,0.429,POINT (1449010.867810694 6239881.284651536)
33485,49895,2.228,POINT (1516751.392422709 6215902.904824294)
33486,49930,1.043,POINT (1514238.6078545647 6229287.888902684)
33487,49860,1.894,POINT (1502455.99341527 6203834.850191683)
33488,50079,1.061,POINT (1433882.0381479824 6286420.618670139)
33489,51149,1.869,POINT (1149403.0716933662 6689139.034937762)
33490,51777,3.176,POINT (1058138.117354978 7037142.179330803)
33493,51865,4.152,POINT (1127152.0851910578 7108141.887465582)
33494,51694,12.393,POINT (1041860.1873229339 7006196.928913012)
33496,51021,3.448,POINT (1500548.3402698126 6649680.635514647)
33497,49627,17.495,POINT (1127901.8945873939 6119234.395418501)
33501,49638,2.112,POINT (1332194.960190941 6119548.704676928)
33507,51574,5.854,POINT (887269.8196991292 6865097.701996654)
33508,49760,1.756,POINT (1419601.7268640802 6174078.75124323)
33509,49876,2.761,POINT (1387813.9295095888 6215188.9793697065)
33511,51559,4.697,POINT (895132.3138717862 6858434.346200979)
33514,51535,41.675,POINT (858829.0828984082 6850532.832814994)
33515,50017,1.262,POINT (1000268.5881911449 6353714.297816702)
33516,50531,0.577,POINT (1257993.288624578 6483052.146531046)
33517,49747,3.701,POINT (1482115.3809677323 6165247.7838324)
33518,50978,2.495,POINT (759055.8769600533 6638609.465862635)
33519,51195,3.338,POINT (786693.5804100782 6692451.902549931)
33520,51229,15.915,POINT (1504023.7734640965 6703529.55855107)
33522,51535,12.345,POINT (858829.0828984082 6850532.832814994)
33525,51535,39.968,POINT (858829.0828984082 6850532.832814994)
33526,50255,9.025,POINT (933682.6809238645 6366834.49809604)
33527,50823,4.061,POINT (707694.6936093703 6593379.067261968)
33532,49477,2.772,POINT (1115620.3231618037 6033388.313309211)
33533,51340,2.031,POINT (871046.9081124209 6747805.492979112)
33536,49528,0.212,POINT (1230888.0185161144 6071634.787873797)
33537,49531,16.778,POINT (1218081.0776482348 6070466.690920626)
33538,49531,21.865,POINT (1218081.0776482348 6070466.690920626)
33539,51374,4.447,POINT (1595380.9613468482 6755726.272894746)
33541,49742,5.11,POINT (997930.159655428 6168228.249538119)
33544,51146,2.588,POINT (1128154.2398571516 6688787.506721653)
33546,51843,9.331,POINT (957556.6537003577 7087160.036296157)
33547,51251,1.463,POINT (855245.816343472 6717738.47252974)
33548,51442,1.359,POINT (1173928.994838468 6804286.3351192195)
33549,49474,5.661,POINT (1236695.3018226963 6023218.963214143)
33551,51052,0.696,POINT (779716.4495512552 6655545.513202794)
33552,51314,5.02,POINT (791838.0327666367 6739488.4039001325)
33554,51649,7.886,POINT (1025942.2593159595 6917657.888662905)
33556,50100,2.1,POINT (902969.51933527 6307118.284954942)
33557,50132,2.721,POINT (821880.5174775019 6316221.1391617395)
33558,50132,5.687,POINT (821880.5174775019 6316221.1391617395)
33561,50162,0.804,POINT (858467.3233844223 6329340.273769989)
33562,50215,3.382,POINT (864864.1974988625 6350269.225073133)
33563,51084,13.189,POINT (922960.9022276872 6683029.702753425)
33565,49596,12.998,POINT (1128922.090671615 6105780.6744203465)
33567,50007,9.99,POINT (932399.034216753 6261631.787306279)
33568,50946,1.197,POINT (1581433.0427320225 6625109.82096719)
33569,51696,2.631,POINT (1241862.6877313342 6955691.680580195)
33573,51287,2.065,POINT (836568.0075329996 6726277.041849486)
33575,51820,2.934,POINT (1059452.9827583684 7067775.20105375)
33576,50400,13.063,POINT (762871.9515758654 6432421.6876267865)
33578,49481,0.836,POINT (884229.0456443817 6033030.281454972)
33579,51324,1.09,POINT (850495.0592371082 6739537.054213016)
33580,51613,16.327,POINT (1083527.2632669385 6887612.642498815)
33581,51755,27.351,POINT (1503075.619068331 7005156.577002395)
33583,49764,3.182,POINT (967441.5293032232 6182647.020269082)
33584,49719,2.844,POINT (954923.092360371 6154854.61626588)
33585,50618,11.55,POINT (883984.2251387591 6517714.607461031)
33587,51709,16.407,POINT (1104989.5765390513 6981291.207802224)
33588,51335,7.195,POINT (876785.4570347732 6743306.0798094245)
33590,49870,0.333,POINT (1466780.3573561234 6209421.150711981)
33591,49773,22.482,POINT (1240029.454619509 6184073.760214677)
33592,49520,3.589,POINT (1266646.8738173642 6065776.30359664)
33593,50032,16.6,POINT (1214634.1624116262 6267881.009839498)
33594,49619,2.325,POINT (844458.8943657955 6112920.791169004)
33595,51470,3.893,POINT (1149349.7311616782 6828640.328104895)
33598,51460,18.208,POINT (777634.4730923477 6813537.795624098)
33599,49701,0.937,POINT (944375.4023475384 6149827.784603372)
33600,50662,0.939,POINT (1364815.29499967 6541043.277088143)
33601,49653,3.445,POINT (887779.3202712514 6124874.89984194)
33602,50690,13.471,POINT (739489.1470412007 6548880.602526741)
33604,49703,7.751,POINT (935960.1742561215 6150853.710061462)
33609,50375,9.993,POINT (878161.0160576297 6421692.8668763405)
33611,50330,2.214,POINT (1131183.2053119089 6401046.934733409)
33612,50696,12.606,POINT (921742.2118889563 6578443.979094398)
33613,50714,11.453,POINT (924278.2381674753 6565200.417265649)
33614,51243,28.792,POINT (1016760.1930346574 6710740.783422855)
33615,50720,4.82,POINT (720714.9911988156 6572959.629693301)
33616,50820,1.418,POINT (1455047.9751547491 6594851.861190527)
33617,51880,0.361,POINT (1184279.7001527387 7119277.679891904)
33627,50128,9.712,POINT (760932.7470293653 6310013.069641274)
33628,51035,0.876,POINT (887311.6583937849 6654334.99400458)
33629,50450,19.769,POINT (1136402.5490588371 6453909.864730511)
33630,50378,11.205,POINT (1215976.55471062 6427800.414302384)
33631,50553,16.115,POINT (1304504.6287189103 6487724.694962807)
33632,50396,16.945,POINT (1304186.7579917319 6436851.995453398)
33633,50178,0.672,POINT (1380402.6359648819 6332424.608230655)
33634,50248,1.525,POINT (1134560.3853850754 6363329.875962905)
33635,50071,15.401,POINT (1150128.4197521894 6286518.203263913)
33636,49965,1.942,POINT (1309912.2828104259 6241016.631366587)
33638,50363,4.55,POINT (1068704.4830995356 6419474.65979582)
33639,50264,1.744,POINT (1080964.1572510817 6370776.311274996)
33640,49778,4.027,POINT (1310428.6474988437 6182398.713858155)
33642,49876,8.772,POINT (1387813.9295095888 6215188.9793697065)
33643,50197,10.694,POINT (1239093.262142834 6344112.306018672)
33647,50591,0.521,POINT (847373.0741641972 6504002.591982577)
33650,50495,8.74,POINT (1208099.3094290795 6470579.666348344)
33651,49529,0.732,POINT (1181413.3903956348 6070823.968247301)
33652,49727,16.549,POINT (1110328.41438729 6165577.260477622)
33653,49647,3.953,POINT (1187832.2803376662 6125611.201324858)
33654,49766,2.442,POINT (1144800.8863916288 6182618.871425938)
33655,49762,2.025,POINT (1136833.4713286096 6181025.1409039935)
