AC ID,H2 ID,Distance to H2 [km],Point H2,H2 Type
32875,47537,29.297,POINT (1181595.7256481166 7168189.93393188),h2
32880,47641,20.169,POINT (1526686.035787774 6618203.533137696),h2
32881,47653,37.648,POINT (1494144.009044176 6585484.406318063),h2
32884,47780,33.854,POINT (956428.0105087096 6118702.165027337),h2
32885,47610,8.624,POINT (772077.4790999995 6660411.843585141),h2
32889,48270,40.52,POINT (1001786.3615468275 6223637.8814817425),h2
32890,47527,38.775,POINT (1135552.75974162 7220809.129242095),h2
32892,47379,40.476,POINT (809484.835508208 6558828.060733061),h2
32893,48088,2.632,POINT (1266796.2129970735 7088988.891342718),h2
32894,47524,29.219,POINT (1033643.2168245926 7323838.710394305),h2
32898,47524,16.617,POINT (1033643.2168245926 7323838.710394305),h2
32899,47524,22.261,POINT (1033643.2168245926 7323838.710394305),h2
32900,47524,23.883,POINT (1033643.2168245926 7323838.710394305),h2
32902,47525,50.964,POINT (1043045.3723364832 7199302.412554645),h2
32905,47616,24.15,POINT (740675.3639421251 6569364.487318668),h2
32906,47492,24.622,POINT (735934.489468221 6517654.026973668),h2
32908,47493,15.856,POINT (755779.6377309195 6489757.131356673),h2
32909,47492,12.382,POINT (735934.489468221 6517654.026973668),h2
32910,47615,8.726,POINT (729971.7722633702 6584777.317272745),h2
32912,47683,59.036,POINT (1230695.0794938335 6707873.451205833),h2
32914,47764,36.807,POINT (987234.5663908396 6068711.083775472),h2
32918,47801,19.152,POINT (1108234.5114229873 6793356.844531916),h2
32919,47724,65.863,POINT (1549328.197576144 7047538.160658618),h2
32923,47727,36.688,POINT (1522008.168145659 6919466.136571013),h2
32925,47612,17.333,POINT (833588.5108912033 6609191.627443374),h2
32926,47493,25.545,POINT (755779.6377309195 6489757.131356673),h2
32927,47493,9.155,POINT (755779.6377309195 6489757.131356673),h2
32928,47421,19.023,POINT (1204015.916371845 6146303.785054705),h2
32932,47807,23.827,POINT (1455710.5095698354 6247984.557155447),h2
32933,47526,28.987,POINT (1081195.8976652278 7158059.515147138),h2
32935,47387,27.273,POINT (858738.8121266367 6581293.3031932255),h2
32936,47573,45.835,POINT (1307081.5122007607 6256924.313875965),h2
32938,47524,44.613,POINT (1033643.2168245926 7323838.710394305),h2
32940,48292,15.55,POINT (1009834.7607311814 6192275.194911757),h2
32941,47376,9.321,POINT (791058.8994336331 6568083.889867867),h2
32942,47618,9.625,POINT (753931.1775862972 6631132.847118236),h2
32943,47606,8.922,POINT (680682.7300053417 6623898.110411019),h2
32945,47606,15.088,POINT (680682.7300053417 6623898.110411019),h2
32946,47611,17.848,POINT (810892.0251913258 6613567.689445226),h2
32949,47374,12.89,POINT (787717.533597982 6636910.667316162),h2
32950,47387,16.739,POINT (858738.8121266367 6581293.3031932255),h2
32951,47379,29.795,POINT (809484.835508208 6558828.060733061),h2
32954,47538,15.097,POINT (1206351.6219276695 7131091.119779128),h2
32956,47525,57.865,POINT (1043045.3723364832 7199302.412554645),h2
32957,47566,48.042,POINT (968595.2308524143 7143284.016666414),h2
32959,48134,4.322,POINT (869093.5285212453 6035745.972526726),h2
32965,47381,18.266,POINT (881939.0185223535 6509558.6949413065),h2
32966,47386,36.102,POINT (889861.0700846572 6591194.416762726),h2
32967,47387,25.052,POINT (858738.8121266367 6581293.3031932255),h2
32968,47380,28.397,POINT (896895.1260689024 6516386.835615224),h2
32969,47381,25.734,POINT (881939.0185223535 6509558.6949413065),h2
32970,47381,33.771,POINT (881939.0185223535 6509558.6949413065),h2
32971,47525,36.59,POINT (1043045.3723364832 7199302.412554645),h2
32972,47525,8.177,POINT (1043045.3723364832 7199302.412554645),h2
32975,47386,2.438,POINT (889861.0700846572 6591194.416762726),h2
32977,47415,52.61,POINT (1186317.2305306226 6204042.927296282),h2
32978,48371,45.254,POINT (1261171.9070442342 6566095.719826671),h2
32979,47415,5.289,POINT (1186317.2305306226 6204042.927296282),h2
32980,47385,44.432,POINT (970066.2066037565 6584438.323518664),h2
32981,47385,21.048,POINT (970066.2066037565 6584438.323518664),h2
32982,47414,40.779,POINT (1173890.1904954063 6223994.259273693),h2
32983,47524,44.301,POINT (1033643.2168245926 7323838.710394305),h2
32985,47702,15.354,POINT (1310687.9297439903 7047192.625793789),h2
32986,47507,8.712,POINT (871325.0390336876 6043290.092186076),h2
32988,47493,71.57,POINT (755779.6377309195 6489757.131356673),h2
32990,47623,41.934,POINT (962007.8999847223 6517924.083456195),h2
32991,47494,45.412,POINT (773802.1519708598 6468482.1432261355),h2
32992,47494,54.229,POINT (773802.1519708598 6468482.1432261355),h2
32993,48366,45.269,POINT (1019218.9938050541 6444232.539612888),h2
32994,48539,57.438,POINT (717558.7584839938 6364753.128525833),h2
32995,47494,42.315,POINT (773802.1519708598 6468482.1432261355),h2
32998,47770,9.762,POINT (1027183.1241348772 6308996.608182924),h2
32999,47536,14.605,POINT (1186164.9454672174 7113561.99495648),h2
33000,48544,27.124,POINT (806420.6552046324 6299938.131122295),h2
33001,47535,24.556,POINT (1166083.4659255648 7129442.703621448),h2
33002,48544,44.701,POINT (806420.6552046324 6299938.131122295),h2
33003,48539,45.667,POINT (717558.7584839938 6364753.128525833),h2
33005,48130,9.399,POINT (747421.3250841975 6660150.755230352),h2
33006,47472,2.0,POINT (744781.7173185074 6652318.069152898),h2
33007,47800,5.349,POINT (1153501.1352006919 6828023.206235491),h2
33009,47415,18.552,POINT (1186317.2305306226 6204042.927296282),h2
33010,47414,25.69,POINT (1173890.1904954063 6223994.259273693),h2
33011,47612,10.935,POINT (833588.5108912033 6609191.627443374),h2
33013,47385,35.421,POINT (970066.2066037565 6584438.323518664),h2
33014,47385,15.212,POINT (970066.2066037565 6584438.323518664),h2
33015,47414,21.363,POINT (1173890.1904954063 6223994.259273693),h2
33019,47378,28.18,POINT (757014.0595643262 6556546.7455865415),h2
33021,47524,47.302,POINT (1033643.2168245926 7323838.710394305),h2
33023,47387,15.154,POINT (858738.8121266367 6581293.3031932255),h2
33024,47612,17.371,POINT (833588.5108912033 6609191.627443374),h2
33025,47425,40.035,POINT (1172172.1967939935 6054268.012778448),h2
33026,47421,21.11,POINT (1204015.916371845 6146303.785054705),h2
33027,47421,10.858,POINT (1204015.916371845 6146303.785054705),h2
33032,48539,23.956,POINT (717558.7584839938 6364753.128525833),h2
33033,48539,38.6,POINT (717558.7584839938 6364753.128525833),h2
33034,47612,17.567,POINT (833588.5108912033 6609191.627443374),h2
33035,47419,25.013,POINT (1215634.5542649205 6183519.522473496),h2
33036,48553,35.969,POINT (1068770.638741864 6030297.861735746),h2
33037,47612,18.365,POINT (833588.5108912033 6609191.627443374),h2
33038,47610,2.453,POINT (772077.4790999995 6660411.843585141),h2
33045,47701,1.361,POINT (1354823.6588147257 7008769.031826947),h2
33047,47386,16.86,POINT (889861.0700846572 6591194.416762726),h2
33049,47415,8.745,POINT (1186317.2305306226 6204042.927296282),h2
33051,47780,22.552,POINT (956428.0105087096 6118702.165027337),h2
33052,47767,24.859,POINT (1117558.2980133595 6246628.493499358),h2
33053,47705,19.256,POINT (1316940.7455418485 7090552.220034613),h2
33054,48539,39.664,POINT (717558.7584839938 6364753.128525833),h2
33058,47372,9.875,POINT (775601.6315395329 6688760.59282214),h2
33060,47630,5.594,POINT (1416864.0147846516 6136789.227153241),h2
33062,47630,33.551,POINT (1416864.0147846516 6136789.227153241),h2
33065,47431,14.247,POINT (1382701.3988940853 6093362.64341872),h2
33067,47599,9.83,POINT (734538.0977757103 6720355.310529027),h2
33068,47431,17.752,POINT (1382701.3988940853 6093362.64341872),h2
33069,47431,22.84,POINT (1382701.3988940853 6093362.64341872),h2
33070,47599,10.29,POINT (734538.0977757103 6720355.310529027),h2
33071,47609,9.33,POINT (738884.1220157704 6715268.442812453),h2
33072,47543,12.088,POINT (1221915.5338939496 7007137.098950991),h2
33074,47495,48.197,POINT (800697.7201829501 6439223.204736134),h2
33075,48539,53.231,POINT (717558.7584839938 6364753.128525833),h2
33077,47494,11.771,POINT (773802.1519708598 6468482.1432261355),h2
33078,47379,47.108,POINT (809484.835508208 6558828.060733061),h2
33079,47495,15.944,POINT (800697.7201829501 6439223.204736134),h2
33080,47494,17.296,POINT (773802.1519708598 6468482.1432261355),h2
33081,47494,30.158,POINT (773802.1519708598 6468482.1432261355),h2
33082,47494,45.138,POINT (773802.1519708598 6468482.1432261355),h2
33086,47585,5.516,POINT (929749.1813451934 6713526.714938739),h2
33087,47355,3.31,POINT (681661.3396489053 6764564.50547204),h2
33089,47484,34.591,POINT (1193330.4697700897 6360699.314908362),h2
33090,47495,16.024,POINT (800697.7201829501 6439223.204736134),h2
33091,47495,46.556,POINT (800697.7201829501 6439223.204736134),h2
33094,47389,14.432,POINT (874227.8060756129 6603558.245843947),h2
33099,47387,2.59,POINT (858738.8121266367 6581293.3031932255),h2
33100,47473,9.478,POINT (754497.4598359627 6595339.431005008),h2
33103,48184,30.834,POINT (1349034.1547375494 6063332.835249396),h2
33104,48085,3.89,POINT (1350761.833234661 6082948.303325439),h2
33105,48184,2.011,POINT (1349034.1547375494 6063332.835249396),h2
33106,47430,8.251,POINT (1377718.96112516 6114446.903283775),h2
33107,47431,21.477,POINT (1382701.3988940853 6093362.64341872),h2
33110,47601,5.921,POINT (705235.6908531784 6706353.504539252),h2
33111,47600,14.689,POINT (682552.0068947424 6728692.507370236),h2
33113,47936,5.842,POINT (1407244.4523072415 6136838.810391489),h2
33114,47530,37.577,POINT (1055797.576604307 7105284.657557967),h2
33115,47937,11.056,POINT (1401875.2906273005 6150693.971450173),h2
33116,47937,2.564,POINT (1401875.2906273005 6150693.971450173),h2
33117,47601,10.52,POINT (705235.6908531784 6706353.504539252),h2
33118,47866,3.336,POINT (718789.9520521677 6689502.037668662),h2
33121,47606,6.943,POINT (680682.7300053417 6623898.110411019),h2
33122,48089,0.664,POINT (921903.4949535743 6282924.996815746),h2
33123,47484,25.607,POINT (1193330.4697700897 6360699.314908362),h2
33124,47484,15.34,POINT (1193330.4697700897 6360699.314908362),h2
33126,47640,7.121,POINT (1608838.4841593204 6649142.683834907),h2
33127,47630,19.032,POINT (1416864.0147846516 6136789.227153241),h2
33128,47503,6.559,POINT (896765.550181619 6292984.052253697),h2
33131,47432,3.653,POINT (1363824.1736038344 6128642.612201321),h2
33133,47431,31.317,POINT (1382701.3988940853 6093362.64341872),h2
33134,47809,13.574,POINT (1347120.3500518312 6088259.308835731),h2
33135,47431,23.244,POINT (1382701.3988940853 6093362.64341872),h2
33137,47856,11.911,POINT (1387468.767406798 6130876.524006632),h2
33138,47937,12.283,POINT (1401875.2906273005 6150693.971450173),h2
33139,47432,22.008,POINT (1363824.1736038344 6128642.612201321),h2
33140,48268,17.26,POINT (1356450.259214197 6116242.919478875),h2
33141,47432,8.677,POINT (1363824.1736038344 6128642.612201321),h2
33144,47476,9.926,POINT (1414940.5253032346 6270665.423715497),h2
33147,47438,9.277,POINT (1243792.262863625 6175996.89673419),h2
33148,47438,17.096,POINT (1243792.262863625 6175996.89673419),h2
33149,47410,9.369,POINT (899829.2852072314 6839715.897582878),h2
33150,47435,27.089,POINT (1314941.3361677104 6173867.5250343),h2
33151,47434,14.777,POINT (1287850.7362077504 6234483.998079453),h2
33152,47573,20.238,POINT (1307081.5122007607 6256924.313875965),h2
33153,47573,14.883,POINT (1307081.5122007607 6256924.313875965),h2
33154,47482,49.106,POINT (1242912.7275668676 6338075.926075893),h2
33155,47497,24.29,POINT (821142.7691815335 6403014.586840528),h2
33156,47497,31.149,POINT (821142.7691815335 6403014.586840528),h2
33158,47547,13.631,POINT (970294.6341988643 7013125.581471446),h2
33159,47537,15.993,POINT (1181595.7256481166 7168189.93393188),h2
33160,47361,12.71,POINT (699545.1498033172 6677752.076867127),h2
33162,47603,8.196,POINT (772006.234625892 6676041.131952842),h2
33163,47937,46.113,POINT (1401875.2906273005 6150693.971450173),h2
33164,47807,76.101,POINT (1455710.5095698354 6247984.557155447),h2
33166,47754,24.036,POINT (1102709.5024559358 6418467.121969933),h2
33167,47754,46.342,POINT (1102709.5024559358 6418467.121969933),h2
33173,47754,62.624,POINT (1102709.5024559358 6418467.121969933),h2
33174,47464,32.213,POINT (1074328.2643197183 6528652.593127279),h2
33175,47754,60.932,POINT (1102709.5024559358 6418467.121969933),h2
33176,47464,67.128,POINT (1074328.2643197183 6528652.593127279),h2
33177,48383,59.172,POINT (1185708.424235474 6443505.383812664),h2
33178,48383,15.879,POINT (1185708.424235474 6443505.383812664),h2
33182,48539,53.577,POINT (717558.7584839938 6364753.128525833),h2
33183,48622,57.429,POINT (1372351.1352791083 6394050.331010253),h2
33185,48622,63.835,POINT (1372351.1352791083 6394050.331010253),h2
33186,48622,75.479,POINT (1372351.1352791083 6394050.331010253),h2
33187,48622,70.442,POINT (1372351.1352791083 6394050.331010253),h2
33193,47479,16.651,POINT (1346250.2769117912 6325850.308155921),h2
33194,47506,48.411,POINT (850185.8016905172 6081870.670553716),h2
33195,47606,7.278,POINT (680682.7300053417 6623898.110411019),h2
33196,47715,18.444,POINT (1468149.5721100573 7092583.564359161),h2
33197,47753,19.644,POINT (1163644.3445627932 6391544.386694596),h2
33198,47491,3.173,POINT (691000.9336069701 6579081.962192123),h2
33201,47497,11.147,POINT (821142.7691815335 6403014.586840528),h2
33202,47421,30.188,POINT (1204015.916371845 6146303.785054705),h2
33203,47537,18.53,POINT (1181595.7256481166 7168189.93393188),h2
33205,47619,39.831,POINT (1115260.1071259326 6303960.705681825),h2
33206,47619,57.575,POINT (1115260.1071259326 6303960.705681825),h2
33207,47525,44.392,POINT (1043045.3723364832 7199302.412554645),h2
33208,47768,9.826,POINT (1090403.24406823 6295160.721362044),h2
33219,47486,50.339,POINT (1087307.7829877415 6406054.963360299),h2
33221,47750,11.607,POINT (1144423.364684973 6181093.080080986),h2
33223,47416,4.836,POINT (1134096.8121215347 6169538.145224827),h2
33224,48220,40.089,POINT (1125929.857679486 6133564.5962474),h2
33227,47417,7.57,POINT (1119923.0579562811 6175052.549186693),h2
33231,47807,30.625,POINT (1455710.5095698354 6247984.557155447),h2
33232,47771,19.378,POINT (1011631.4573125847 6302372.622493805),h2
33233,47771,27.142,POINT (1011631.4573125847 6302372.622493805),h2
33234,47771,17.992,POINT (1011631.4573125847 6302372.622493805),h2
33235,47767,25.429,POINT (1117558.2980133595 6246628.493499358),h2
33236,47414,27.414,POINT (1173890.1904954063 6223994.259273693),h2
33237,47414,35.275,POINT (1173890.1904954063 6223994.259273693),h2
33239,47760,20.436,POINT (1134172.7320142558 6141198.249823008),h2
33241,47421,36.958,POINT (1204015.916371845 6146303.785054705),h2
33242,47630,65.463,POINT (1416864.0147846516 6136789.227153241),h2
33243,47630,12.035,POINT (1416864.0147846516 6136789.227153241),h2
33244,48366,13.612,POINT (1019218.9938050541 6444232.539612888),h2
33245,47436,32.505,POINT (1387419.341552886 6214046.7679438675),h2
33248,48622,9.898,POINT (1372351.1352791083 6394050.331010253),h2
33249,47540,27.926,POINT (1028999.7469051329 7046149.212837727),h2
33251,48265,24.451,POINT (1093435.6983169296 6797431.79154309),h2
33252,48265,28.257,POINT (1093435.6983169296 6797431.79154309),h2
33253,47798,23.192,POINT (1080729.357679313 6838397.221404291),h2
33254,47535,9.563,POINT (1166083.4659255648 7129442.703621448),h2
33255,47535,18.641,POINT (1166083.4659255648 7129442.703621448),h2
33257,47537,24.916,POINT (1181595.7256481166 7168189.93393188),h2
33258,47426,46.538,POINT (1150419.5890565524 6048449.961867909),h2
33261,47774,19.725,POINT (954301.9195540487 6321888.760978968),h2
33263,48107,22.351,POINT (917038.8332059084 6450849.111876087),h2
33264,47575,15.971,POINT (1091976.5224316115 6583861.978131927),h2
33265,47524,61.848,POINT (1033643.2168245926 7323838.710394305),h2
33266,47524,52.08,POINT (1033643.2168245926 7323838.710394305),h2
33267,47590,15.644,POINT (938030.1269458145 6655308.534423015),h2
33268,47590,29.476,POINT (938030.1269458145 6655308.534423015),h2
33269,47772,19.391,POINT (1009694.943450745 6268320.251957903),h2
33271,47581,18.343,POINT (895510.2002839433 6801769.9332834305),h2
33274,47689,23.54,POINT (1242991.65308584 6832754.311540263),h2
33275,47576,53.649,POINT (1112519.6439015835 6603262.2491831295),h2
33276,47576,65.599,POINT (1112519.6439015835 6603262.2491831295),h2
33278,47608,16.559,POINT (709589.8414160666 6750795.383092229),h2
33280,47440,23.816,POINT (1195552.7407647958 7046791.540744868),h2
33281,47390,14.243,POINT (850530.2241950314 6742342.335471968),h2
33282,47661,20.021,POINT (1400222.6414669834 6691632.215769051),h2
33284,47645,11.369,POINT (1560330.4594486973 6667422.221555681),h2
33285,48185,6.781,POINT (1349114.3047709204 6072983.357227715),h2
33286,47728,15.089,POINT (1556160.653962563 6882295.608580029),h2
33287,47525,37.24,POINT (1043045.3723364832 7199302.412554645),h2
33288,48085,5.006,POINT (1350761.833234661 6082948.303325439),h2
33289,48622,56.305,POINT (1372351.1352791083 6394050.331010253),h2
33290,47590,11.776,POINT (938030.1269458145 6655308.534423015),h2
33291,47410,13.77,POINT (899829.2852072314 6839715.897582878),h2
33293,47590,23.402,POINT (938030.1269458145 6655308.534423015),h2
33295,47419,6.22,POINT (1215634.5542649205 6183519.522473496),h2
33297,47807,10.781,POINT (1455710.5095698354 6247984.557155447),h2
33298,47590,38.617,POINT (938030.1269458145 6655308.534423015),h2
33302,48085,0.901,POINT (1350761.833234661 6082948.303325439),h2
33303,47753,41.674,POINT (1163644.3445627932 6391544.386694596),h2
33305,47723,39.961,POINT (1462884.0488760443 6979170.083027083),h2
33306,48383,28.822,POINT (1185708.424235474 6443505.383812664),h2
33307,47714,36.97,POINT (1364763.1535086755 7042887.472712846),h2
33308,47447,31.883,POINT (1543664.9298015272 6897711.099382949),h2
33310,47760,40.195,POINT (1134172.7320142558 6141198.249823008),h2
33311,47791,18.155,POINT (788621.8931411867 6914845.569067846),h2
33312,47494,49.926,POINT (773802.1519708598 6468482.1432261355),h2
33313,47434,21.151,POINT (1287850.7362077504 6234483.998079453),h2
33314,48107,30.995,POINT (917038.8332059084 6450849.111876087),h2
33317,47427,21.711,POINT (1180777.082112823 6034916.080907668),h2
33319,48072,24.627,POINT (1137751.987601732 6586044.837349793),h2
33320,47712,20.209,POINT (1434380.5819389364 7154219.495615359),h2
33324,47761,25.36,POINT (1048068.6643585297 6082136.748360994),h2
33326,48553,13.929,POINT (1068770.638741864 6030297.861735746),h2
33327,47761,22.663,POINT (1048068.6643585297 6082136.748360994),h2
33328,47761,29.151,POINT (1048068.6643585297 6082136.748360994),h2
33329,47761,15.87,POINT (1048068.6643585297 6082136.748360994),h2
33330,47770,16.039,POINT (1027183.1241348772 6308996.608182924),h2
33331,47497,53.275,POINT (821142.7691815335 6403014.586840528),h2
33335,47499,44.615,POINT (841036.5640617087 6364202.800486988),h2
33336,48383,61.993,POINT (1185708.424235474 6443505.383812664),h2
33337,47763,28.532,POINT (1001238.1130546707 6081469.247041291),h2
33338,47780,26.555,POINT (956428.0105087096 6118702.165027337),h2
33339,47780,13.524,POINT (956428.0105087096 6118702.165027337),h2
33340,47780,15.112,POINT (956428.0105087096 6118702.165027337),h2
33341,47779,37.951,POINT (929185.9047217795 6126772.459433729),h2
33343,47774,14.064,POINT (954301.9195540487 6321888.760978968),h2
33344,47762,29.502,POINT (1044955.5034790051 6095206.088459782),h2
33346,47507,9.09,POINT (871325.0390336876 6043290.092186076),h2
33347,47757,42.089,POINT (1064164.46085182 6101318.0183527805),h2
33348,47381,45.559,POINT (881939.0185223535 6509558.6949413065),h2
33349,48292,34.622,POINT (1009834.7607311814 6192275.194911757),h2
33351,47497,7.702,POINT (821142.7691815335 6403014.586840528),h2
33355,48371,69.852,POINT (1261171.9070442342 6566095.719826671),h2
33356,48371,73.465,POINT (1261171.9070442342 6566095.719826671),h2
33357,48100,2.866,POINT (1104634.439090733 6411711.138972004),h2
33359,47491,5.424,POINT (691000.9336069701 6579081.962192123),h2
33360,47491,4.801,POINT (691000.9336069701 6579081.962192123),h2
33361,48544,32.17,POINT (806420.6552046324 6299938.131122295),h2
33364,47836,5.275,POINT (801852.3259414581 7047048.672904434),h2
33368,47779,37.778,POINT (929185.9047217795 6126772.459433729),h2
33369,47884,22.8,POINT (1130978.1965869614 6866560.840779072),h2
33370,47755,16.633,POINT (1016578.7181224193 6409436.967344614),h2
33371,47800,20.381,POINT (1153501.1352006919 6828023.206235491),h2
33372,47800,38.04,POINT (1153501.1352006919 6828023.206235491),h2
33373,47610,11.584,POINT (772077.4790999995 6660411.843585141),h2
33375,48539,50.789,POINT (717558.7584839938 6364753.128525833),h2
33376,47381,38.761,POINT (881939.0185223535 6509558.6949413065),h2
33377,47495,39.061,POINT (800697.7201829501 6439223.204736134),h2
33378,47802,15.06,POINT (1107603.8865076436 6760896.321830966),h2
33379,48378,23.099,POINT (1152501.8201318406 6739365.564926328),h2
33381,48366,23.351,POINT (1019218.9938050541 6444232.539612888),h2
33383,48544,33.77,POINT (806420.6552046324 6299938.131122295),h2
33384,47497,11.522,POINT (821142.7691815335 6403014.586840528),h2
33386,47498,36.409,POINT (838353.9869725723 6382513.866479716),h2
33388,47597,2.156,POINT (792317.8115550141 6726451.206697488),h2
33389,48539,40.286,POINT (717558.7584839938 6364753.128525833),h2
33390,47499,14.376,POINT (841036.5640617087 6364202.800486988),h2
33394,47708,45.383,POINT (1335958.9013074436 7152575.12762977),h2
33396,47708,25.55,POINT (1335958.9013074436 7152575.12762977),h2
33397,48139,1.398,POINT (1014153.9569739603 6232682.665145555),h2
33398,47698,3.109,POINT (1304092.4725534704 7012473.896601986),h2
33400,47698,31.386,POINT (1304092.4725534704 7012473.896601986),h2
33401,47705,29.343,POINT (1316940.7455418485 7090552.220034613),h2
33402,47703,27.459,POINT (1268311.7165447331 7051064.108739173),h2
33403,47703,14.794,POINT (1268311.7165447331 7051064.108739173),h2
33404,47498,18.905,POINT (838353.9869725723 6382513.866479716),h2
33405,47498,34.391,POINT (838353.9869725723 6382513.866479716),h2
33407,48544,35.496,POINT (806420.6552046324 6299938.131122295),h2
33408,47494,23.849,POINT (773802.1519708598 6468482.1432261355),h2
33410,47578,24.816,POINT (922750.8589174927 6455232.802140298),h2
33416,47591,11.167,POINT (923564.8270341732 6694294.783495122),h2
33418,47417,8.956,POINT (1119923.0579562811 6175052.549186693),h2
33419,47668,20.761,POINT (1374253.362737784 6650215.328204258),h2
33420,47436,19.036,POINT (1387419.341552886 6214046.7679438675),h2
33424,47520,2.415,POINT (927765.4680192573 6947618.688295032),h2
33425,47569,13.925,POINT (931098.4848930989 6974793.036913159),h2
33426,47520,20.821,POINT (927765.4680192573 6947618.688295032),h2
33427,47523,13.079,POINT (916411.3252363066 6907326.370405793),h2
33428,47523,11.513,POINT (916411.3252363066 6907326.370405793),h2
33429,47568,12.531,POINT (821431.0866626882 6858210.77968816),h2
33431,47522,16.695,POINT (897014.5718825235 6942131.604626013),h2
33432,47522,12.255,POINT (897014.5718825235 6942131.604626013),h2
33433,47523,19.65,POINT (916411.3252363066 6907326.370405793),h2
33434,47465,36.904,POINT (1049174.7348190518 6512212.327745468),h2
33435,47360,7.85,POINT (758363.3631122315 6718953.688477329),h2
33441,48134,0.775,POINT (869093.5285212453 6035745.972526726),h2
33443,47755,42.749,POINT (1016578.7181224193 6409436.967344614),h2
33444,47547,50.772,POINT (970294.6341988643 7013125.581471446),h2
33446,47569,14.756,POINT (931098.4848930989 6974793.036913159),h2
33448,47510,16.034,POINT (831341.9722475042 6318232.31689444),h2
33451,47692,8.07,POINT (1252846.7676057685 6895504.801774712),h2
33452,47638,18.881,POINT (1605598.5303797822 6835677.337486001),h2
33456,48088,34.619,POINT (1266796.2129970735 7088988.891342718),h2
33457,48382,35.832,POINT (1190973.836149996 6556367.3844726095),h2
33459,47637,50.842,POINT (1597815.0715835164 6713564.461847136),h2
33460,47767,23.291,POINT (1117558.2980133595 6246628.493499358),h2
33461,47755,23.287,POINT (1016578.7181224193 6409436.967344614),h2
33463,47501,11.239,POINT (856870.5371126534 6325438.56992905),h2
33464,47502,6.509,POINT (871902.1192739597 6310237.140672358),h2
33465,47504,11.468,POINT (910626.9418557066 6278246.660561214),h2
33466,47541,25.421,POINT (1003521.3871303315 6989265.042468032),h2
33467,47540,27.287,POINT (1028999.7469051329 7046149.212837727),h2
33468,47618,18.022,POINT (753931.1775862972 6631132.847118236),h2
33469,48142,8.347,POINT (1438592.9114705538 6596037.5530506),h2
33471,47750,9.374,POINT (1144423.364684973 6181093.080080986),h2
33472,47637,32.959,POINT (1597815.0715835164 6713564.461847136),h2
33473,48544,27.109,POINT (806420.6552046324 6299938.131122295),h2
33474,47607,9.173,POINT (740186.3374190702 6760051.547989771),h2
33475,47607,5.343,POINT (740186.3374190702 6760051.547989771),h2
33476,47396,19.985,POINT (801607.6457006944 6827304.7446196135),h2
33477,48163,6.797,POINT (850625.6249986414 6791107.91838134),h2
33481,47566,57.083,POINT (968595.2308524143 7143284.016666414),h2
33484,47807,10.266,POINT (1455710.5095698354 6247984.557155447),h2
33485,47807,70.692,POINT (1455710.5095698354 6247984.557155447),h2
33486,47807,60.497,POINT (1455710.5095698354 6247984.557155447),h2
33487,47807,63.19,POINT (1455710.5095698354 6247984.557155447),h2
33488,47475,23.431,POINT (1430028.8804048456 6263760.305620913),h2
33489,48378,49.911,POINT (1152501.8201318406 6739365.564926328),h2
33490,47531,15.564,POINT (1069084.3370669193 7046543.553138836),h2
33493,47534,24.916,POINT (1140194.4485492269 7091917.268047727),h2
33494,47539,22.611,POINT (1041872.3988619945 7023093.717042879),h2
33496,47651,11.934,POINT (1493615.6867408713 6657711.430197078),h2
33497,48220,24.846,POINT (1125929.857679486 6133564.5962474),h2
33501,47847,17.557,POINT (1315400.863025705 6113949.713908548),h2
33507,47408,7.337,POINT (891855.4700817093 6857668.450768503),h2
33508,47937,27.849,POINT (1401875.2906273005 6150693.971450173),h2
33509,47436,2.388,POINT (1387419.341552886 6214046.7679438675),h2
33511,47408,2.501,POINT (891855.4700817093 6857668.450768503),h2
33514,47793,21.582,POINT (826829.525368708 6904949.270716516),h2
33515,48251,36.81,POINT (965541.8485394455 6345116.133681463),h2
33517,47630,74.222,POINT (1416864.0147846516 6136789.227153241),h2
33518,48109,3.156,POINT (761902.3210440404 6633788.902151275),h2
33519,47372,14.666,POINT (775601.6315395329 6688760.59282214),h2
33520,47660,16.662,POINT (1502363.506285879 6700188.141131625),h2
33522,47412,14.141,POINT (841801.3289634584 6843306.557730438),h2
33525,47568,3.72,POINT (821431.0866626882 6858210.77968816),h2
33526,48137,2.925,POINT (942976.2745607411 6365394.566091782),h2
33527,47474,11.631,POINT (711628.6578899455 6583977.666590278),h2
33532,47426,36.626,POINT (1150419.5890565524 6048449.961867909),h2
33533,47595,11.276,POINT (859918.6874095546 6740681.140136086),h2
33536,48174,0.184,POINT (1230681.4985159566 6071906.308604201),h2
33537,48174,28.24,POINT (1230681.4985159566 6071906.308604201),h2
33538,47427,29.673,POINT (1180777.082112823 6034916.080907668),h2
33539,47637,43.165,POINT (1597815.0715835164 6713564.461847136),h2
33541,48292,31.111,POINT (1009834.7607311814 6192275.194911757),h2
33544,48372,39.351,POINT (1105814.4256931418 6719773.793393234),h2
33546,48272,58.422,POINT (904827.0850658861 7057930.056585448),h2
33547,47593,10.091,POINT (855369.393779306 6707742.949543602),h2
33548,47800,31.88,POINT (1153501.1352006919 6828023.206235491),h2
33549,47424,42.695,POINT (1234537.1603990723 6063469.5596629605),h2
33551,47610,8.6,POINT (772077.4790999995 6660411.843585141),h2
33552,48196,2.536,POINT (790023.2942107832 6742542.6927507),h2
33554,47555,6.021,POINT (1031157.6752341605 6924088.999488564),h2
