AC ID,H2 ID,Distance to H2 [km],Point H2,H2 Type
35879,47426,18.067,POINT (1150419.5890565524 6048449.961867909),h2
35891,48270,2.075,POINT (1001786.3615468275 6223637.8814817425),h2
35897,48153,1.782,POINT (1231260.3598680818 6349612.988769212),h2
35898,48372,2.802,POINT (1105814.4256931418 6719773.793393234),h2
35899,47491,18.419,POINT (691000.9336069701 6579081.962192123),h2
35903,48174,23.624,POINT (1230681.4985159566 6071906.308604201),h2
35904,48270,30.681,POINT (1001786.3615468275 6223637.8814817425),h2
35907,47677,19.849,POINT (1191392.842713342 6660228.4232576825),h2
35909,48290,19.986,POINT (936653.3274836831 6444890.497196431),h2
35913,47764,58.576,POINT (987234.5663908396 6068711.083775472),h2
35916,48316,6.444,POINT (1043609.0942378605 6227079.1630553035),h2
35923,48251,5.229,POINT (965541.8485394455 6345116.133681463),h2
35938,48111,5.09,POINT (759057.4401373274 6651933.6625410905),h2
35958,47623,26.858,POINT (962007.8999847223 6517924.083456195),h2
35970,47450,12.06,POINT (1404029.434093641 6582736.873811978),h2
35972,47599,17.972,POINT (734538.0977757103 6720355.310529027),h2
35979,47402,8.638,POINT (1036573.4797807438 6824532.916261719),h2
35982,47406,22.81,POINT (1034640.750781591 6880606.879144874),h2
35995,47637,7.201,POINT (1597815.0715835164 6713564.461847136),h2
36000,47673,24.901,POINT (1275883.0003915469 6657666.65591184),h2
36006,48235,4.007,POINT (964616.7835709534 6255066.065783589),h2
36008,47646,5.676,POINT (1582225.8900928262 6700962.597953041),h2
36026,47435,37.358,POINT (1314941.3361677104 6173867.5250343),h2
36032,48299,3.091,POINT (1077717.3862169194 6545423.555995764),h2
36036,47669,8.514,POINT (1378723.7308490602 6630927.412884921),h2
36047,47460,3.155,POINT (944354.0758982896 6836829.915803967),h2
36056,47641,7.454,POINT (1526686.035787774 6618203.533137696),h2
36058,47641,8.651,POINT (1526686.035787774 6618203.533137696),h2
36062,48290,2.84,POINT (936653.3274836831 6444890.497196431),h2
36064,48236,5.301,POINT (1225371.5588051174 6346566.33099299),h2
36067,47498,48.914,POINT (838353.9869725723 6382513.866479716),h2
36069,47472,11.028,POINT (744781.7173185074 6652318.069152898),h2
36072,48316,15.833,POINT (1043609.0942378605 6227079.1630553035),h2
36077,47778,15.061,POINT (882158.0952802347 6184794.197610433),h2
36079,47784,12.294,POINT (1092580.0967106926 6209944.606232817),h2
36087,47787,11.024,POINT (1018161.1246840457 6225460.406114642),h2
36088,48269,0.31,POINT (1555255.7378219042 6712401.00718684),h2
36089,48383,33.09,POINT (1185708.424235474 6443505.383812664),h2
36094,48622,53.133,POINT (1372351.1352791083 6394050.331010253),h2
36097,48292,5.436,POINT (1009834.7607311814 6192275.194911757),h2
36098,48292,3.169,POINT (1009834.7607311814 6192275.194911757),h2
36100,48544,23.468,POINT (806420.6552046324 6299938.131122295),h2
36111,48551,4.032,POINT (692105.5569141118 6568566.507267623),h2
36115,48537,31.703,POINT (899349.8321603849 6231544.78729819),h2
36116,48537,33.035,POINT (899349.8321603849 6231544.78729819),h2
36118,47632,41.661,POINT (1651633.3699634508 6642948.483992473),h2
36123,47619,52.439,POINT (1115260.1071259326 6303960.705681825),h2
36127,47764,11.491,POINT (987234.5663908396 6068711.083775472),h2
36133,47778,34.28,POINT (882158.0952802347 6184794.197610433),h2
36145,48372,62.502,POINT (1105814.4256931418 6719773.793393234),h2
36147,47430,20.676,POINT (1377718.96112516 6114446.903283775),h2
36149,47780,17.098,POINT (956428.0105087096 6118702.165027337),h2
36150,47592,45.557,POINT (957336.4888730734 6693873.240128078),h2
36151,47780,45.744,POINT (956428.0105087096 6118702.165027337),h2
36159,47751,38.016,POINT (1239893.5203375726 6351265.150335973),h2
36161,48548,49.499,POINT (1393681.0629100075 6383393.688446773),h2
